,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue Id,Venue Name,Venue Latitude,Venue Longitude,Venue Category,rating
0,Wakefield,40.894705176609996,-73.84720052054901,508af256e4b0578944c87392,Cooler Runnings Jamaican Restaurant Inc,40.89827622104366,-73.85038105139019,Caribbean Restaurant,6.8
1,Co-op City,40.87429419303012,-73.829939108124,5bc797c82d2fd9002c1b3ec6,Arby's,40.8704113,-73.82860600000002,Fast Food Restaurant,6.5
2,Co-op City,40.87429419303012,-73.829939108124,4be2b79d660ec9284d04ca3b,Townhouse Restaurant,40.876085887834265,-73.82886815052547,Restaurant,5.8
3,Co-op City,40.87429419303012,-73.829939108124,4c9d5f2654c8a1cd2e71834b,Guang Hui Chinese Restaurant,40.87660292677318,-73.82971005218339,Chinese Restaurant,0
4,Co-op City,40.87429419303012,-73.829939108124,4c28fb31fe6e2d7fa81e543c,Kennedy's,40.87680662096625,-73.82962703704834,Fast Food Restaurant,0
5,Co-op City,40.87429419303012,-73.829939108124,4c7001dfdf6b8cfa56c9b64d,Seven Seas,40.870164362171,-73.82890593795487,Restaurant,0
6,Eastchester,40.887555677350775,-73.82780644716412,515cc20ce4b0deb133b8e89b,Fish & Ting,40.88553926848355,-73.82915130799964,Caribbean Restaurant,8.4
7,Eastchester,40.887555677350775,-73.82780644716412,4bfdd3dfb68d0f47fa6fe957,Dyre Fish Market,40.889317642958616,-73.83145257358295,Seafood Restaurant,7.9
8,Eastchester,40.887555677350775,-73.82780644716412,4c632fbaeb82d13a3c5007d6,Golden Krust Caribbean Bakery and Grill,40.888543185027366,-73.83127757319923,Caribbean Restaurant,6.6
9,Eastchester,40.887555677350775,-73.82780644716412,4c406f2e6c1a9521a042b96a,McDonald's,40.88563631373264,-73.82683955509486,Fast Food Restaurant,6.0
10,Eastchester,40.887555677350775,-73.82780644716412,4dbf84a24df0f8fd6b88c9b6,Royal Caribbean Bakery,40.888251933965,-73.83145707477787,Caribbean Restaurant,5.8
11,Eastchester,40.887555677350775,-73.82780644716412,4dabc3dc93a04642f09ccabd,Xing Lung Chinese Restaurant,40.8887854684858,-73.83122576835156,Chinese Restaurant,0
12,Kingsbridge,40.88168737120521,-73.90281798724605,55297008498e9286460da191,Leche y Miel,40.88370946311039,-73.90160581178267,Latin American Restaurant,8.6
13,Kingsbridge,40.88168737120521,-73.90281798724605,4bd8e98811dcc928f865f833,El Malecon,40.87933806746814,-73.90445707056641,Caribbean Restaurant,8.7
14,Kingsbridge,40.88168737120521,-73.90281798724605,5217dd2811d2d06ccafb77d3,Estrellita Poblana V,40.879687039717524,-73.906256832975,Mexican Restaurant,8.1
15,Kingsbridge,40.88168737120521,-73.90281798724605,4ce81d330f196dcb5d2b43ae,Picante Picante Mexican Restaurant,40.878252,-73.902936,Mexican Restaurant,8.1
16,Kingsbridge,40.88168737120521,-73.90281798724605,50ea5611e4b044bdeead3ade,Q'Kachapa,40.880005888670006,-73.9041570896363,Spanish Restaurant,7.3
17,Kingsbridge,40.88168737120521,-73.90281798724605,553d5376498e322eb4d37a1b,Chipotle Mexican Grill,40.88456619551229,-73.9004737612446,Mexican Restaurant,7.8
18,Kingsbridge,40.88168737120521,-73.90281798724605,4ca785a597c8a1cd7e577ba5,El Economico Restaurant,40.87933018698782,-73.90459710835415,Spanish Restaurant,7.5
19,Kingsbridge,40.88168737120521,-73.90281798724605,4b9c9c6af964a520b27236e3,Land & Sea Restaurant,40.87788463309789,-73.90587282193539,Seafood Restaurant,7.7
20,Kingsbridge,40.88168737120521,-73.90281798724605,4e8b34c561afcc24d9a236ca,Silhouette Restaurant & Lounge,40.88070643866,-73.90268654351613,Latin American Restaurant,6.5
21,Kingsbridge,40.88168737120521,-73.90281798724605,52c1ad2c498ebd959c9818e1,Hola España,40.87915969295343,-73.90455296034933,Latin American Restaurant,5.8
22,Kingsbridge,40.88168737120521,-73.90281798724605,4e4ddf76bd4101d0d79d3e83,Panda Restaurant,40.879853149542775,-73.90415679833181,Chinese Restaurant,0
23,Kingsbridge,40.88168737120521,-73.90281798724605,5407a176498ee25dcaf36cf0,Mi Lindo San Miguelito,40.88002308531982,-73.90648782704181,Mexican Restaurant,0
24,Kingsbridge,40.88168737120521,-73.90281798724605,4e4ddf7cbd4101d0d79d3f04,Golden City Chinese Restaurant,40.87963384721696,-73.90615482464695,Chinese Restaurant,0
25,Kingsbridge,40.88168737120521,-73.90281798724605,550283bb498eb9b7f172171f,Bunny Deli 2,40.8792,-73.9057,Restaurant,0
26,Kingsbridge,40.88168737120521,-73.90281798724605,4b2285c5f964a520454824e3,Pioneer Chinese Restaurant,40.879274275841276,-73.90608592752871,Chinese Restaurant,0
27,Kingsbridge,40.88168737120521,-73.90281798724605,4bae5013f964a52049a13be3,McDonald's,40.8840672,-73.9017116,Fast Food Restaurant,5.3
28,Kingsbridge,40.88168737120521,-73.90281798724605,52411ca98bbd75ed0f690c1f,Kingsbridge-Riverdale Farmers' Market,40.879394421342575,-73.90712512314228,Vegetarian / Vegan Restaurant,0
29,Kingsbridge,40.88168737120521,-73.90281798724605,569c4472498ecac371e361c6,khalle bar & Grill,40.883712627452006,-73.89825446312722,Caribbean Restaurant,0
30,Kingsbridge,40.88168737120521,-73.90281798724605,4e3b11c98877b00cfc27a483,Guan Hin Restaurant,40.883921544597705,-73.89812424226149,Chinese Restaurant,0
31,Kingsbridge,40.88168737120521,-73.90281798724605,4da39def540ea1cdfb3b95de,Yeung Hing Chinese Restsurant,40.88517543464569,-73.89940470521293,Chinese Restaurant,0
32,Kingsbridge,40.88168737120521,-73.90281798724605,4ec2fa2f0aaf300b7fb29e5a,Golden Gate Express,40.88098556535649,-73.90857769115,Chinese Restaurant,0
33,Marble Hill,40.87655077879964,-73.91065965862981,4b9c9c6af964a520b27236e3,Land & Sea Restaurant,40.87788463309789,-73.90587282193539,Seafood Restaurant,7.7
34,Marble Hill,40.87655077879964,-73.91065965862981,585c205665e7c70a2f1055ea,Boston Market,40.87743,-73.90541209999998,American Restaurant,7.0
35,Marble Hill,40.87655077879964,-73.91065965862981,4d8d20f66174a09338d3a9e3,Pick Up Six: Asian Kitchen,40.87807489481892,-73.90703326076985,Asian Restaurant,0
36,Marble Hill,40.87655077879964,-73.91065965862981,5012c967e889cf0567e9e2d4,Grill 26 at TCR,40.87880220951713,-73.9156723022461,American Restaurant,0
37,Woodlawn,40.898272612138044,-73.86731496814177,511edb6de4b0d58346fd272d,Patrizia's Of Woodlawn,40.900638399332884,-73.86772361835486,Italian Restaurant,8.4
38,Woodlawn,40.898272612138044,-73.86731496814177,4c0448d9310fc9b6bf1dc761,Curry Spot,40.897624941880906,-73.86714729157393,Indian Restaurant,7.8
39,Woodlawn,40.898272612138044,-73.86731496814177,5b65e59064c8e1003946bf7e,The Kitchen,40.89973300000001,-73.867408,American Restaurant,0
40,Norwood,40.87722415599446,-73.8793907395681,4e74ebead1643f93b1b05d2c,Queen of Tacos,40.88024598094388,-73.88368544309384,Mexican Restaurant,7.1
41,Norwood,40.87722415599446,-73.8793907395681,4c816d75e602b1f78acb927a,V.I.P.'S Cafe,40.88156582814303,-73.87929923711168,Restaurant,6.8
42,Norwood,40.87722415599446,-73.8793907395681,4b4f7901f964a520090827e3,Golden Krust Caribbean Bakery and Grill,40.88124851192866,-73.87894431325323,Caribbean Restaurant,6.5
43,Norwood,40.87722415599446,-73.8793907395681,4bdec26be75c0f47f7a6c803,McDonald's,40.872894,-73.878677,Fast Food Restaurant,6.1
44,Norwood,40.87722415599446,-73.8793907395681,4f32943319836c91c7e58a05,Nelson's Seafood Express,40.875553,-73.87961700000002,Seafood Restaurant,0
45,Norwood,40.87722415599446,-73.8793907395681,4f0f71a1e4b061b771f6b4a6,Mar y Tierra Restaurant and Lounge,40.87667389353145,-73.87967931667352,Mexican Restaurant,0
46,Norwood,40.87722415599446,-73.8793907395681,4cdadbde958f236a337da903,El Presidente II,40.880516213384304,-73.88323277718456,Spanish Restaurant,5.8
47,Norwood,40.87722415599446,-73.8793907395681,4e388d77887777123dca9cab,New Ming Ling,40.8750964473513,-73.87568844463598,Chinese Restaurant,0
48,Norwood,40.87722415599446,-73.8793907395681,4e41d2c4b61ca5ba3b1f9c6b,Ming Liang Kitchen,40.87999554,-73.87632362075638,Chinese Restaurant,0
49,Norwood,40.87722415599446,-73.8793907395681,4e6aa73eaeb7c31e43294be9,Sing Fei Chinese Restaurant,40.879734,-73.8758017956426,Chinese Restaurant,0
50,Norwood,40.87722415599446,-73.8793907395681,4cbd912ef50e224b313005fc,Pine Deli,40.88034,-73.88314247131349,American Restaurant,0
51,Norwood,40.87722415599446,-73.8793907395681,4b8d440bf964a520c8f032e3,vip,40.88161,-73.879349,American Restaurant,0
52,Norwood,40.87722415599446,-73.8793907395681,4c3270557cc0c9b64658f09a,Sincere Garden,40.881626754052455,-73.87939220629067,Chinese Restaurant,0
53,Williamsbridge,40.88103887819211,-73.85744642974205,4ca7451314c337042fadc73b,The Dumplin Shop,40.88414315581045,-73.85644922911399,Caribbean Restaurant,6.0
54,Williamsbridge,40.88103887819211,-73.85744642974205,4d0d13795c46a09322620cb4,Top Of The Hill Restaurant,40.878756175415134,-73.86142176125453,Caribbean Restaurant,0
55,Williamsbridge,40.88103887819211,-73.85744642974205,4c66b99febfcb71314061327,Kennedy Fried Chicken,40.883147545039975,-73.86269314326273,Fast Food Restaurant,0
56,Baychester,40.866858107252696,-73.83579759808117,4be2ecf6b02ec9b6a5064ec0,Caridad & Louie,40.865843040869976,-73.83770669702484,Spanish Restaurant,7.7
57,Baychester,40.866858107252696,-73.83579759808117,58582b156431e554e165d909,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant,6.5
58,Baychester,40.866858107252696,-73.83579759808117,4c7ede131009a09349d1454e,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant,6.3
59,Baychester,40.866858107252696,-73.83579759808117,4ee959ab30f8b39980e53bd9,Pelham Bay Diner,40.86537502090643,-73.83724559229155,American Restaurant,0
60,Baychester,40.866858107252696,-73.83579759808117,4ac18d7ff964a5207a9720e3,TGI Fridays,40.86318917967161,-73.83380672336443,American Restaurant,5.9
61,Pelham Parkway,40.857413498088654,-73.85475564017999,4bf96ae65317a593d837017f,Enzo's,40.854232311821725,-73.85436243306151,Italian Restaurant,8.4
62,Pelham Parkway,40.857413498088654,-73.85475564017999,4b9d6b45f964a52078ab36e3,Mr. Q's Chinese Restaurant,40.855790223895475,-73.85545500593929,Chinese Restaurant,7.4
63,Pelham Parkway,40.857413498088654,-73.85475564017999,4c45c922f97fbe9a9e02bd30,Kiraku Hibachi & Sushi,40.85335600692978,-73.85362862246855,Sushi Restaurant,7.8
64,Pelham Parkway,40.857413498088654,-73.85475564017999,4b47f069f964a5208c4426e3,Pasta Pasta,40.854788064857146,-73.85492881053774,Italian Restaurant,6.3
65,Pelham Parkway,40.857413498088654,-73.85475564017999,4ba64483f964a520c64039e3,Fresh Tortillas,40.85598720535106,-73.85563665121843,Mexican Restaurant,0
66,Pelham Parkway,40.857413498088654,-73.85475564017999,4bc8f646b6c49c74d8898d91,Great Wall Chinese Restaurant,40.85526714280669,-73.85518729036598,Chinese Restaurant,0
67,Pelham Parkway,40.857413498088654,-73.85475564017999,57097b8b498e5431176ca914,Tana Thai Restaurant,40.855854443108775,-73.85743275917031,Thai Restaurant,0
68,City Island,40.847246704918135,-73.78648845267412,4514ed4df964a520e5391fe3,Artie's Steak and Seafood,40.849542144998146,-73.78731730033616,Italian Restaurant,8.3
69,City Island,40.847246704918135,-73.78648845267412,4d7aa83ee540f04d66ba16dc,Bistro SK,40.84638676701103,-73.78626182722242,French Restaurant,7.7
70,City Island,40.847246704918135,-73.78648845267412,4ab6958ef964a520fb7720e3,Crab Shanty,40.84880668044418,-73.7872114569968,Seafood Restaurant,7.4
71,City Island,40.847246704918135,-73.78648845267412,4aa04654f964a520f33e20e3,Seafood City,40.85096727524957,-73.78977822188041,Seafood Restaurant,8.2
72,City Island,40.847246704918135,-73.78648845267412,531f7ea1498e56210466e0bd,Rays Cafe Resturant,40.84389507361973,-73.78532230854034,Spanish Restaurant,0
73,City Island,40.847246704918135,-73.78648845267412,4b943fc1f964a520157134e3,Tapas,40.85085,-73.788535,Tapas Restaurant,0
74,Bedford Park,40.870185164975325,-73.8855121841913,4e4d0389bd413c4cc66dfd84,Las Maravillas De Mexico,40.873135353162034,-73.88901886539281,Mexican Restaurant,7.3
75,Bedford Park,40.870185164975325,-73.8855121841913,4bab9998f964a520c8b73ae3,OK Mr. Pancho,40.86712,-73.88353101,Mexican Restaurant,6.9
76,Bedford Park,40.870185164975325,-73.8855121841913,4e2e08021838f1c552b6b8eb,Choi Yuan - Chinese Restaurant,40.873077802879685,-73.88908621196552,Chinese Restaurant,6.7
77,Bedford Park,40.870185164975325,-73.8855121841913,4e4d0387bd413c4cc66dfd72,Hung Hing Chinese Restaurant,40.87118120660681,-73.88675855253666,Chinese Restaurant,6.0
78,Bedford Park,40.870185164975325,-73.8855121841913,4cba4a550180721ebb739961,Rose Flower Chinese,40.86767611484716,-73.88410650549298,Chinese Restaurant,0
79,Bedford Park,40.870185164975325,-73.8855121841913,4c87c9930dcb8cfa68e63d68,New Xing Wang Chinese Restaurant,40.86887509532327,-73.88935469040541,Chinese Restaurant,0
80,Bedford Park,40.870185164975325,-73.8855121841913,519aae54498ec1fda8c8ae81,La Rola Resturant,40.86621609620156,-73.88613344698695,Spanish Restaurant,5.6
81,Bedford Park,40.870185164975325,-73.8855121841913,4f32aad119836c91c7ee065e,Kawah Chinese Restaurant,40.8736,-73.884726,Chinese Restaurant,0
82,Bedford Park,40.870185164975325,-73.8855121841913,4d5dc3eb29ef236a77b48459,Pollo Sabroso,40.8693327324319,-73.89008965473197,Spanish Restaurant,0
83,Bedford Park,40.870185164975325,-73.8855121841913,4c1bce70b306c92839d262b7,Lena Restaurant,40.86983998935335,-73.89046709970651,Mexican Restaurant,0
84,Bedford Park,40.870185164975325,-73.8855121841913,57c7322e498e1ebef77adee6,El Sabor Latino,40.872956,-73.889349,Mexican Restaurant,0
85,University Heights,40.85572707719664,-73.91041596191309,4bcf761b41b9ef3b547af8e5,Liberato,40.85374410338503,-73.90796581959464,Latin American Restaurant,7.1
86,University Heights,40.85572707719664,-73.91041596191309,4c2f8b1b7cc0c9b6a1eaeb9a,Accra Resturant,40.85387109221504,-73.90842103412993,African Restaurant,6.9
87,University Heights,40.85572707719664,-73.91041596191309,4c20227fbd9d9521cd66983f,McDonald's,40.85433587445503,-73.907281011343,Fast Food Restaurant,5.9
88,University Heights,40.85572707719664,-73.91041596191309,4e78d316fa769112d5872477,NO.1 Chinese Restaurant,40.85562919771903,-73.91399171283996,Chinese Restaurant,0
89,University Heights,40.85572707719664,-73.91041596191309,4e4aa4a61f6e2d88d8bc3030,Martinez Reataurant,40.853741,-73.90754100000002,Latin American Restaurant,0
90,University Heights,40.85572707719664,-73.91041596191309,5ca15aecb3c961002c0aedc4,Taco Bell,40.85362,-73.907616,Fast Food Restaurant,0
91,University Heights,40.85572707719664,-73.91041596191309,4d6063aae4fe5481abaf7f9e,NO.1 restaurant,40.85182093966437,-73.90972595859088,Chinese Restaurant,0
92,University Heights,40.85572707719664,-73.91041596191309,4e4cfe91bd413c4cc66dd626,Happy Land Chinese Restaurant Buffet,40.85230641947553,-73.90770500336878,Chinese Restaurant,0
93,University Heights,40.85572707719664,-73.91041596191309,4f32b5d419836c91c7f21e76,Number One Chinese Restaurant,40.851798,-73.909502,Chinese Restaurant,0
94,University Heights,40.85572707719664,-73.91041596191309,5a418a6dc666666f8906d1df,Cuchara Restuarant And Lounge,40.854449,-73.91580400000002,Spanish Restaurant,0
95,Morris Heights,40.847897926062714,-73.91967159119567,4e39863dae60f589a5dc0dcb,Yoly Restaurant,40.8460420585989,-73.91971559956265,Spanish Restaurant,7.6
96,Morris Heights,40.847897926062714,-73.91967159119567,4c1c2f22b306c928f78d63b7,Caridad Kitchen Restaurant,40.848427,-73.91799276732671,Spanish Restaurant,0
97,Morris Heights,40.847897926062714,-73.91967159119567,51302444e4b03f298a2f910b,El Valle Restaurant Bar,40.84641528306658,-73.91725842509227,Spanish Restaurant,0
98,Morris Heights,40.847897926062714,-73.91967159119567,4bf95916508c0f471c443f31,Mamajuana,40.84493820832462,-73.9209499161426,Latin American Restaurant,0
99,Morris Heights,40.847897926062714,-73.91967159119567,4d7fef5a9d78a35d4c11390f,Jerome's Tropical  Restaurant,40.84519546590878,-73.91597815599981,Spanish Restaurant,0
100,Fordham,40.86099679638654,-73.89642655981623,4b45e6e5f964a520fc1126e3,188 Bakery Cuchifritos,40.861601957429656,-73.89831076218098,Latin American Restaurant,8.1
101,Fordham,40.86099679638654,-73.89642655981623,4dfd3a33aeb7594e86230769,Little China City,40.861810863758095,-73.89204620822946,Chinese Restaurant,7.6
102,Fordham,40.86099679638654,-73.89642655981623,4cb2beaadedbef3bca7c9d40,Papaye Restaurant,40.857406930731,-73.89973827631786,African Restaurant,7.9
103,Fordham,40.86099679638654,-73.89642655981623,4cf9d4d12d80a14383df40d8,Kasike Mofongo House,40.8599293695359,-73.89317656303486,Spanish Restaurant,7.1
104,Fordham,40.86099679638654,-73.89642655981623,566f33e7498e44c2501bda81,Panda Express,40.86300094671129,-73.9008939678601,Chinese Restaurant,7.4
105,Fordham,40.86099679638654,-73.89642655981623,56819cbf498e3605c5fbab32,Checkers,40.862609,-73.901955,Fast Food Restaurant,7.3
106,Fordham,40.86099679638654,-73.89642655981623,4b660f70f964a52061112be3,Parilla Latina,40.861009386607606,-73.89194477395704,Latin American Restaurant,6.9
107,Fordham,40.86099679638654,-73.89642655981623,4bb7b71998c7ef3bf03e3002,Three  Spanish  Restaurant,40.859966236729534,-73.89337323283543,Spanish Restaurant,6.6
108,Fordham,40.86099679638654,-73.89642655981623,4bab5b5bf964a520fba23ae3,Golden Krust Caribbean Bakery and Grill,40.86148181383799,-73.89152491887269,Caribbean Restaurant,6.7
109,Fordham,40.86099679638654,-73.89642655981623,4c37c222dfb0e21e5b70ada8,KFC,40.86245524217088,-73.89433861307664,Fast Food Restaurant,6.1
110,Fordham,40.86099679638654,-73.89642655981623,4d4844ff551db1f78b4fa130,El Valle Restaurant Sport Bar,40.86241309700302,-73.90120507887369,Spanish Restaurant,6.3
111,Fordham,40.86099679638654,-73.89642655981623,4c8801830f3c236a2d4bef5c,Gyro King,40.86232369540614,-73.90042695931973,Greek Restaurant,6.1
112,Fordham,40.86099679638654,-73.89642655981623,4be332072fc7d13a2281083a,Burger King,40.86258428271915,-73.89618068933488,Fast Food Restaurant,5.8
113,Fordham,40.86099679638654,-73.89642655981623,4e3ee6dfd22d102e85555934,China City,40.859913539257676,-73.89475776206886,Chinese Restaurant,0
114,Fordham,40.86099679638654,-73.89642655981623,4d4ec779db1b37046d37111f,Jimbo's Hamburger Palace,40.86053495845375,-73.89807072998336,American Restaurant,0
115,Fordham,40.86099679638654,-73.89642655981623,4e4e21c6bd4101d0d7a2f585,Taco Bell,40.862756,-73.90108000000002,Fast Food Restaurant,5.9
116,Fordham,40.86099679638654,-73.89642655981623,4c0140ba94c1c9b667f8ba5f,McDonald's,40.861685,-73.892471,Fast Food Restaurant,5.7
117,Fordham,40.86099679638654,-73.89642655981623,4df43075b61cbd3ec01e329e,Wendys 14,40.858837,-73.896189,Fast Food Restaurant,0
118,Fordham,40.86099679638654,-73.89642655981623,4e4ce18bbd413c4cc66ceae0,3 Way,40.85879673736612,-73.89603817054318,Restaurant,0
119,Fordham,40.86099679638654,-73.89642655981623,5497602e498ed8ab0f5ed41b,three way spanish restaurant,40.859882414459754,-73.89353476317821,Spanish Restaurant,0
120,Fordham,40.86099679638654,-73.89642655981623,57d9dede498ef56d37f4de5a,Lupita's Mexican Restaurant,40.858884,-73.898557,Mexican Restaurant,0
121,Fordham,40.86099679638654,-73.89642655981623,4cf30a837e93f04d366a5669,China Wok II,40.86012723873301,-73.89305819346254,Chinese Restaurant,0
122,Fordham,40.86099679638654,-73.89642655981623,4e484885ae60fa72330c9bbc,Xin Xing Chinese Restaurant,40.85806265298935,-73.89647454102013,Chinese Restaurant,0
123,Fordham,40.86099679638654,-73.89642655981623,5692ecc0498e4b7de670f1ec,Elias' Cinco De Mayo,40.85876650473886,-73.89929370046663,Mexican Restaurant,0
124,Fordham,40.86099679638654,-73.89642655981623,4f46b46fe4b01d17b7c3e694,Tulcingo Bakery and Restaurant,40.86352628018637,-73.90045350577012,Mexican Restaurant,0
125,Fordham,40.86099679638654,-73.89642655981623,4e4cfe97bd413c4cc66dd664,Diamante Poblano 1 Bar & Restaurant,40.86187151302728,-73.90159607950164,Restaurant,0
126,Fordham,40.86099679638654,-73.89642655981623,4f0b3929e4b0c3ff86bf0016,3way Restaurant,40.859987295121954,-73.89114041924394,Spanish Restaurant,0
127,Fordham,40.86099679638654,-73.89642655981623,4adba246f964a520962921e3,Applebee's Grill + Bar,40.86014004,-73.89111321,American Restaurant,5.5
128,East Tremont,40.84269615786053,-73.88735617532338,4c0e61177189c928b05ad8b6,El Nuevo Bohio,40.84395553013674,-73.8880245990623,Paella Restaurant,7.6
129,East Tremont,40.84269615786053,-73.88735617532338,559585a6498e27a432a3d616,Checkers,40.845384398425686,-73.89061376452445,Fast Food Restaurant,6.2
130,East Tremont,40.84269615786053,-73.88735617532338,5b25394d35d3fc002cd004f5,Lounge & Restaurant,40.843742,-73.887675,Caribbean Restaurant,0
131,East Tremont,40.84269615786053,-73.88735617532338,4ccf58277f56a1434cfec6a6,Wings Chinese Restaurant,40.84258713040386,-73.88597841254337,Chinese Restaurant,0
132,East Tremont,40.84269615786053,-73.88735617532338,51fe6ad8498ee165238b218a,Roy's Restaurant,40.842819,-73.885786,Latin American Restaurant,0
133,East Tremont,40.84269615786053,-73.88735617532338,58913dd84f417a684e41cec9,Alex's Tacos,40.844453,-73.88961499999998,Mexican Restaurant,0
134,East Tremont,40.84269615786053,-73.88735617532338,4b643ec5f964a5202ca62ae3,El Valle Restaurant,40.8447402308582,-73.88973939863966,Restaurant,0
135,East Tremont,40.84269615786053,-73.88735617532338,4d34e4d072a8b1f706c2b4d0,JJ Restaurant & Cuchifritos,40.84502449254384,-73.89045477152554,Spanish Restaurant,0
136,East Tremont,40.84269615786053,-73.88735617532338,4d9a4fb40d5f224b91bca34e,El Nuevo Valle #2,40.845577746068436,-73.88349863905107,Latin American Restaurant,0
137,East Tremont,40.84269615786053,-73.88735617532338,4ed4326f2c5b695abedee221,Lung Fong Chinese Restaurant,40.84524979685354,-73.8829925400397,Chinese Restaurant,0
138,West Farms,40.839475056726535,-73.87774474910546,4cd0d4d77b6854810401c4f8,Food Hai,40.840579,-73.87948,Chinese Restaurant,0
139,West Farms,40.839475056726535,-73.87774474910546,4c22331f7e85c928a29abb21,McDonald's,40.84039883472408,-73.8769008917825,Fast Food Restaurant,5.3
140,West Farms,40.839475056726535,-73.87774474910546,4fe6096ce4b050ddde683b74,"El Salvadoreño, bar & restaurante",40.84068916531468,-73.87296082348136,Latin American Restaurant,0
141,High  Bridge,40.836623010706056,-73.92610209358129,4bb2a2d1a32876b0b7e900fe,Justine Restaurant,40.83550247618264,-73.92143941036181,Latin American Restaurant,5.9
142,High  Bridge,40.836623010706056,-73.92610209358129,4f32138019833175d60e25f4,China King,40.836264,-73.924881,Fast Food Restaurant,0
143,High  Bridge,40.836623010706056,-73.92610209358129,4c3d29b3a97bbe9a6998fbdd,Happy Garden,40.83677066969295,-73.92731656876938,Asian Restaurant,0
144,High  Bridge,40.836623010706056,-73.92610209358129,4da0c70b7aee5481bda6b2fe,wah yong,40.838572843055395,-73.92469300500156,Chinese Restaurant,0
145,High  Bridge,40.836623010706056,-73.92610209358129,4d2d1728762fa143051f7664,Dong King,40.834081100717626,-73.92711564063137,Chinese Restaurant,0
146,High  Bridge,40.836623010706056,-73.92610209358129,515e03abe4b023634cb3bf39,Checkers,40.83583,-73.922646,Restaurant,0
147,High  Bridge,40.836623010706056,-73.92610209358129,4d67e6248f70a0931c7b1835,El Tina,40.83868646276654,-73.92967028289803,Seafood Restaurant,0
148,High  Bridge,40.836623010706056,-73.92610209358129,4ea97be39a522efffb9dc1bf,Boca Chica Seafood Restaurant,40.83508336351872,-73.92166498689815,Seafood Restaurant,0
149,High  Bridge,40.836623010706056,-73.92610209358129,54ea5cc4498e0bd4bf244fe5,La Nueva Win Hing Restaurant,40.835611261449365,-73.92134030301085,Chinese Restaurant,0
150,High  Bridge,40.836623010706056,-73.92610209358129,500742d3e4b06d3d9445b80f,Jing Xin Chinese Restaurant,40.8335851750076,-73.92913639414733,Chinese Restaurant,0
151,High  Bridge,40.836623010706056,-73.92610209358129,4c892021f53b236a1c77aca6,La Fuente Restaurant,40.83326454410036,-73.92902157917034,Spanish Restaurant,0
152,High  Bridge,40.836623010706056,-73.92610209358129,4c07ee6e7e3fc9287e81ef82,Lily's Restaurant,40.83567905562696,-73.92083809929233,Mexican Restaurant,0
153,High  Bridge,40.836623010706056,-73.92610209358129,4e4d0448bd413c4cc66e03fb,Giovanni's Iv Italian Restraurant & Pizzeria,40.83523897751604,-73.92086126199786,Italian Restaurant,0
154,High  Bridge,40.836623010706056,-73.92610209358129,530643b7498e2069a0416c3f,Valle Restaurant & Sports Bar,40.837323,-73.92061899999999,Latin American Restaurant,0
155,High  Bridge,40.836623010706056,-73.92610209358129,4e4d0452bd413c4cc66e0458,Happy Garden,40.83524178857224,-73.92084697423634,Chinese Restaurant,0
156,Melrose,40.819754370594936,-73.90942160757436,5591837d498ee4167d48bb73,Cinco de Mayo,40.82259951904216,-73.91158613747953,Mexican Restaurant,6.9
157,Melrose,40.819754370594936,-73.90942160757436,4c3a3eb9ae2da59369f303c6,New china chinese restaurant,40.819913163007826,-73.91322813247328,Chinese Restaurant,0
158,Melrose,40.819754370594936,-73.90942160757436,4c3a44500a71c9b675fa43c9,Dominican Restaurant,40.82037243563524,-73.91338314527125,Spanish Restaurant,0
159,Melrose,40.819754370594936,-73.90942160757436,4f3288a219836c91c7e12861,Panda Chinese Restaurant,40.823255,-73.909018,Chinese Restaurant,0
160,Melrose,40.819754370594936,-73.90942160757436,55aa63ff498ed3bd8c2fdc04,El Dorado Café,40.81881210737299,-73.91418117216635,American Restaurant,0
161,Melrose,40.819754370594936,-73.90942160757436,4e4cf9ddbd413c4cc66dafa1,Triple A Chinese Restaurant,40.81606213604075,-73.907412192777,Chinese Restaurant,0
162,Mott Haven,40.80623874935177,-73.91609987487574,4bb28791715eef3b9f5e85bb,Pio Pio,40.806047321875354,-73.91418540969559,Peruvian Restaurant,8.7
163,Mott Haven,40.80623874935177,-73.91609987487574,4e0a2d13a809495e61abc928,New Wok,40.806499553050045,-73.91575425157102,Chinese Restaurant,0
164,Mott Haven,40.80623874935177,-73.91609987487574,4db8a9470437609120f134d3,No. 1 Wok,40.805851167091106,-73.91410589218141,Chinese Restaurant,0
165,Mott Haven,40.80623874935177,-73.91609987487574,5335964d498ebe201b917f2b,el viejo gran cafe,40.807765,-73.91944699999998,Spanish Restaurant,0
166,Mott Haven,40.80623874935177,-73.91609987487574,4ca615cf76d3a0935ff2fd6a,Picanteria El Botecito,40.803613531643954,-73.91890611327166,Spanish Restaurant,0
167,Mott Haven,40.80623874935177,-73.91609987487574,4c9b957c9c663704a2b662fd,Carmen And Cindy's,40.80430974311302,-73.91198802564602,Spanish Restaurant,0
168,Mott Haven,40.80623874935177,-73.91609987487574,4b7ee622f964a520f30730e3,Rincon Ecuatoriano,40.803688564219435,-73.91195139095453,Latin American Restaurant,0
